OrphaCode,DisorderName,GeneSymbol,GeneName,GeneLocus
447731,NIK deficiency,MAP3K14,mitogen-activated protein kinase kinase kinase 14,17q21.31
447737,Combined immunodeficiency due to DOCK2 deficiency,DOCK2,dedicator of cytokinesis 2,5q35.1
447740,Aggressive periodontitis,FPR1,formyl peptide receptor 1,19q13.41
447877,Polymerase proofreading-related polyposis,POLE,"DNA polymerase epsilon, catalytic subunit",12q24.33
447877,Polymerase proofreading-related polyposis,POLD1,"DNA polymerase delta 1, catalytic subunit",19q13.3
447896,Tremor-ataxia-central hypomyelination syndrome,POLR3A,RNA polymerase III subunit A,10q22.3
447893,Hypomyelination-cerebellar atrophy-hypoplasia of the corpus callosum syndrome,POLR3A,RNA polymerase III subunit A,10q22.3
447784,Mitochondrial pyruvate carrier deficiency,MPC1,mitochondrial pyruvate carrier 1,6q27
447757,Autosomal dominant spastic paraplegia type 9B,ALDH18A1,aldehyde dehydrogenase 18 family member A1,10q24.1
447753,Autosomal dominant spastic paraplegia type 9A,ALDH18A1,aldehyde dehydrogenase 18 family member A1,10q24.1
447760,Autosomal recessive spastic paraplegia type 9B,ALDH18A1,aldehyde dehydrogenase 18 family member A1,10q24.1
412066,PRKAR1B-related neurodegenerative dementia with intermediate filaments,PRKAR1B,protein kinase cAMP-dependent type I regulatory subunit beta,7p22.3
412057,Autosomal recessive cerebellar ataxia due to STUB1 deficiency,STUB1,STIP1 homology and U-box containing protein 1,16p13.3
412181,Epidermolysis bullosa simplex due to BP230 deficiency,DST,dystonin,6p12.1
412069,AHDC1-related intellectual disability-obstructive sleep apnea-mild dysmorphism syndrome,AHDC1,AT-hook DNA binding motif containing 1,1p36.11-p35.3
412189,Epidermolysis bullosa simplex due to exophilin 5 deficiency,EXPH5,exophilin 5,11q22.3
412206,Primary failure of tooth eruption,PTH1R,parathyroid hormone 1 receptor,3p21.31
420179,Malan overgrowth syndrome,NFIX,nuclear factor I X,19p13.13
420702,Autosomal recessive severe congenital neutropenia due to CSF3R deficiency,CSF3R,colony stimulating factor 3 receptor,1p34.3
420728,Combined oxidative phosphorylation defect type 20,VARS2,"valyl-tRNA synthetase 2, mitochondrial",6p21.33
420733,Combined oxidative phosphorylation defect type 21,TARS2,"threonyl-tRNA synthetase 2, mitochondrial",1q21.2
420741,RIDDLE syndrome,RNF168,ring finger protein 168,3q29
420492,"Adult-onset cervical dystonia, DYT23 type",CIZ1,CDKN1A interacting zinc finger protein 1,9q34.11
420485,Cranio-cervical dystonia with laryngeal and upper-limb involvement,ANO3,anoctamin 3,11p14.2
420429,"Glycogen storage disease due to acid maltase deficiency, late-onset",GAA,alpha glucosidase,17q25.3
420611,Transient myeloproliferative syndrome,GATA1,GATA binding protein 1,Xp11.23
420584,Postaxial polydactyly-anterior pituitary anomalies-facial dysmorphism syndrome,GLI2,GLI family zinc finger 2,2q14.2
420699,Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency,CXCR2,C-X-C motif chemokine receptor 2,2q35
420686,Woolly hair-palmoplantar keratoderma syndrome,KANK2,KN motif and ankyrin repeat domains 2,19p13.2
420561,Temple-Baraitser syndrome,KCNH1,potassium voltage-gated channel subfamily H member 1,1q32.2
420573,Severe combined immunodeficiency due to CTPS1 deficiency,CTPS1,CTP synthase 1,1p34.2
420566,Bleeding disorder due to CalDAG-GEFI deficiency,RASGRP2,RAS guanyl releasing protein 2,11q13.1
423461,Mucolipidosis type III alpha/beta,GNPTAB,N-acetylglucosamine-1-phosphate transferase subunits alpha and beta,12q23.2
423470,Mucolipidosis type III gamma,GNPTG,N-acetylglucosamine-1-phosphate transferase subunit gamma,16p13.3
423454,Nail and teeth abnormalities-marginal palmoplantar keratoderma-oral hyperpigmentation syndrome,GRHL2,grainyhead like transcription factor 2,8q22.3
423384,Severe congenital neutropenia due to JAGN1 deficiency,JAGN1,jagunal homolog 1,3p25.3
423296,Spinocerebellar ataxia type 38,ELOVL5,ELOVL fatty acid elongase 5,6p12.1
423306,Microcephaly-short stature-intellectual disability-facial dysmorphism syndrome,QARS1,glutaminyl-tRNA synthetase 1,3p21.31
423479,X-linked intellectual disability-limb spasticity-retinal dystrophy-arginine vasopressin deficiency,PRPS1,phosphoribosyl pyrophosphate synthetase 1,Xq22.3
422526,Hereditary clear cell renal cell carcinoma,OGG1,8-oxoguanine DNA glycosylase,3p25.3
422526,Hereditary clear cell renal cell carcinoma,SLC49A4,solute carrier family 49 member 4,3q21.1
422526,Hereditary clear cell renal cell carcinoma,FLCN,folliculin,17p11.2
422526,Hereditary clear cell renal cell carcinoma,RNF139,ring finger protein 139,8q24.13
422526,Hereditary clear cell renal cell carcinoma,FHIT,fragile histidine triad diadenosine triphosphatase,3p14.2
422526,Hereditary clear cell renal cell carcinoma,HSPBAP1,HSPB1 associated protein 1,3q21.1
422526,Hereditary clear cell renal cell carcinoma,DIRC3,disrupted in renal carcinoma 3,2q35
423275,Spinocerebellar ataxia type 40,CCDC88C,coiled-coil domain containing 88C,14q32.11-q32.12
424107,Congenital myopathy with myasthenic-like onset,RYR1,ryanodine receptor 1,19q13.2
424099,Colobomatous microphthalmia-rhizomelic dysplasia syndrome,MAB21L2,mab-21 like 2,4q31.3
424261,TOR1AIP1-related limb-girdle muscular dystrophy,TOR1AIP1,torsin 1A interacting protein 1,1q25.2
424027,Progressive myoclonic epilepsy type 8,CERS1,ceramide synthase 1,19p13.11
423894,Microcephaly-complex motor and sensory axonal neuropathy syndrome,VRK1,VRK serine/threonine kinase 1,14q32.2
425120,STING-associated vasculopathy with onset in infancy,STING1,stimulator of interferon response cGAMP interactor 1,5q31.2
431361,Progressive encephalopathy with leukodystrophy due to DECR deficiency,NADK2,"NAD kinase 2, mitochondrial",5p13.2
431272,X-linked scapuloperoneal muscular dystrophy,FHL1,four and a half LIM domains 1,Xq26.3
431329,Autosomal recessive spastic paraplegia type 57,TFG,trafficking from ER to golgi regulator,3q12.2
431255,Scapuloperoneal spinal muscular atrophy,TRPV4,transient receptor potential cation channel subfamily V member 4,12q24.11
431149,Combined immunodeficiency due to OX40 deficiency,TNFRSF4,TNF receptor superfamily member 4,1p36.33
431166,Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection,IFNAR2,interferon alpha and beta receptor subunit 2,21q22.11
431166,Primary immunodeficiency with post-measles-mumps-rubella vaccine viral infection,STAT2,signal transducer and activator of transcription 2,12q13.3
435438,Progressive myoclonic epilepsy type 7,KCNC1,potassium voltage-gated channel subfamily C member 1,11p15.1
435387,Autosomal dominant Charcot-Marie-Tooth disease type 2Y,VCP,valosin containing protein,9p13.3
434179,Orofaciodigital syndrome type 14,C2CD3,C2 domain containing 3 centriole elongation regulator,11q13.4
504476,Cerebellar ataxia with neuropathy and bilateral vestibular areflexia syndrome,RFC1,replication factor C subunit 1,4p14
504523,Severe combined immunodeficiency due to LAT deficiency,LAT,linker for activation of T cells,16p11.2
504530,Combined immunodeficiency due to Moesin deficiency,MSN,moesin,Xq12
26793,Very long chain acyl-CoA dehydrogenase deficiency,ACADVL,acyl-CoA dehydrogenase very long chain,17p13.1
29072,Hereditary pheochromocytoma-paraganglioma,SLC25A11,solute carrier family 25 member 11,17p13.2
29072,Hereditary pheochromocytoma-paraganglioma,KIF1B,kinesin family member 1B,1p36.22
29072,Hereditary pheochromocytoma-paraganglioma,MDH2,malate dehydrogenase 2,7q11.23
29072,Hereditary pheochromocytoma-paraganglioma,DLST,dihydrolipoamide S-succinyltransferase,14q24.3
29072,Hereditary pheochromocytoma-paraganglioma,RET,ret proto-oncogene,10q11.21
29072,Hereditary pheochromocytoma-paraganglioma,SDHA,succinate dehydrogenase complex flavoprotein subunit A,5p15.33
29072,Hereditary pheochromocytoma-paraganglioma,SDHC,succinate dehydrogenase complex subunit C,1q23.3
29072,Hereditary pheochromocytoma-paraganglioma,SDHD,succinate dehydrogenase complex subunit D,11q23.1
29072,Hereditary pheochromocytoma-paraganglioma,FH,fumarate hydratase,1q43
29072,Hereditary pheochromocytoma-paraganglioma,SDHB,succinate dehydrogenase complex iron sulfur subunit B,1p36.13
29072,Hereditary pheochromocytoma-paraganglioma,TMEM127,transmembrane protein 127,2q11.2
29072,Hereditary pheochromocytoma-paraganglioma,MAX,MYC associated factor X,14q23.3
29072,Hereditary pheochromocytoma-paraganglioma,NF1,neurofibromin 1,17q11.2
29072,Hereditary pheochromocytoma-paraganglioma,VHL,von Hippel-Lindau tumor suppressor,3p25.3
29072,Hereditary pheochromocytoma-paraganglioma,SDHAF2,succinate dehydrogenase complex assembly factor 2,11q12.2
28378,Tyrosinemia type 2,TAT,tyrosine aminotransferase,16q22.2
29207,Reactive arthritis,HLA-B,"major histocompatibility complex, class I, B",6p21.33
29207,Reactive arthritis,HLA-B,"major histocompatibility complex, class I, B",6p21.33
29073,Multiple myeloma,CCND1,cyclin D1,11q13.3
320,Apparent mineralocorticoid excess,HSD11B2,hydroxysteroid 11-beta dehydrogenase 2,16q22.1
230,Dopamine beta-hydroxylase deficiency,DBH,dopamine beta-hydroxylase,9q34.2
725,Developmental and epileptic encephalopathy with spike-wave activation in sleep,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A,16p13.2
725,Developmental and epileptic encephalopathy with spike-wave activation in sleep,FRRS1L,ferric chelate reductase 1 like,9q31.3
404,Familial hyperaldosteronism type II,CLCN2,chloride voltage-gated channel 2,3q27.1
162,Congenital cataract-anterior segment dysgenesis syndrome,PITX3,paired like homeodomain 3,10q24.32
545,Follicular lymphoma,BCL2,BCL2 apoptosis regulator,18q21.33
545,Follicular lymphoma,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1",6p21.32
545,Follicular lymphoma,BCL6,BCL6 transcription repressor,3q27.3
545,Follicular lymphoma,IGH,immunoglobulin heavy locus,14q32.33
88,Idiopathic aplastic anemia,PRF1,perforin 1,10q22.1
88,Idiopathic aplastic anemia,SBDS,SBDS ribosome maturation factor,7q11.21
88,Idiopathic aplastic anemia,IFNG,interferon gamma,12q15
88,Idiopathic aplastic anemia,TERT,telomerase reverse transcriptase,5p15.33
88,Idiopathic aplastic anemia,TERC,telomerase RNA component,3q26.2
824,Primary myelofibrosis,JAK2,Janus kinase 2,9p24.1
824,Primary myelofibrosis,MPL,"MPL proto-oncogene, thrombopoietin receptor",1p34.2
824,Primary myelofibrosis,TET2,tet methylcytosine dioxygenase 2,4q24
824,Primary myelofibrosis,CALR,calreticulin,19p13.13
729,Polycythemia vera,JAK2,Janus kinase 2,9p24.1
25980,X-linked myopathy with excessive autophagy,VMA21,vacuolar ATPase assembly factor VMA21,Xq28
26106,Hereditary diffuse gastric cancer,CDH1,cadherin 1,16q22.1
26106,Hereditary diffuse gastric cancer,MAP3K6,mitogen-activated protein kinase kinase kinase 6,1p36.11
26106,Hereditary diffuse gastric cancer,CTNNA1,catenin alpha 1,5q31.2
26792,Short chain acyl-CoA dehydrogenase deficiency,ACADS,acyl-CoA dehydrogenase short chain,12q24.31
353,Gamma-sarcoglycan-related limb-girdle muscular dystrophy R5,SGCG,sarcoglycan gamma,13q12.12
219,Delta-sarcoglycan-related limb-girdle muscular dystrophy R6,SGCD,sarcoglycan delta,5q33.2-q33.3
119,Beta-sarcoglycan-related limb-girdle muscular dystrophy R4,SGCB,sarcoglycan beta,4q12
603,"Distal myopathy, Welander type",TIA1,TIA1 cytotoxic granule associated RNA binding protein,2p13.3
603,"Distal myopathy, Welander type",SQSTM1,sequestosome 1,5q35.3
603,"Distal myopathy, Welander type",TIA1,TIA1 cytotoxic granule associated RNA binding protein,2p13.3
505227,Combined immunodeficiency due to GINS1 deficiency,GINS1,GINS complex subunit 1,20p11.21
505237,Early-onset seizures-distal limb anomalies-facial dysmorphism-global developmental delay syndrome,OTUD6B,OTU deubiquitinase 6B,8q21.3
588,Muscle-eye-brain disease,CRPPA,CDP-L-ribitol pyrophosphorylase A,7p21.2
588,Muscle-eye-brain disease,LARGE1,LARGE xylosyl- and glucuronyltransferase 1,22q12.3
588,Muscle-eye-brain disease,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",1p34.1
588,Muscle-eye-brain disease,POMT1,protein O-mannosyltransferase 1,9q34.13
588,Muscle-eye-brain disease,POMT2,protein O-mannosyltransferase 2,14q24.3
588,Muscle-eye-brain disease,FKTN,fukutin,9q31.2
588,Muscle-eye-brain disease,FKRP,fukutin related protein,19q13.32
588,Muscle-eye-brain disease,B3GALNT2,"beta-1,3-N-acetylgalactosaminyltransferase 2",1q42.3
588,Muscle-eye-brain disease,GMPPB,GDP-mannose pyrophosphorylase B,3p21.31
899,Walker-Warburg syndrome,COL4A1,collagen type IV alpha 1 chain,13q34
899,Walker-Warburg syndrome,POMGNT1,"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)",1p34.1
899,Walker-Warburg syndrome,POMT1,protein O-mannosyltransferase 1,9q34.13
899,Walker-Warburg syndrome,POMT2,protein O-mannosyltransferase 2,14q24.3
899,Walker-Warburg syndrome,FKTN,fukutin,9q31.2
899,Walker-Warburg syndrome,FKRP,fukutin related protein,19q13.32
899,Walker-Warburg syndrome,LARGE1,LARGE xylosyl- and glucuronyltransferase 1,22q12.3
899,Walker-Warburg syndrome,DAG1,dystroglycan 1,3p21.31
899,Walker-Warburg syndrome,CRPPA,CDP-L-ribitol pyrophosphorylase A,7p21.2
899,Walker-Warburg syndrome,POMGNT2,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)",3p22.1
899,Walker-Warburg syndrome,RXYLT1,ribitol xylosyltransferase 1,12q14.2
899,Walker-Warburg syndrome,B3GALNT2,"beta-1,3-N-acetylgalactosaminyltransferase 2",1q42.3
899,Walker-Warburg syndrome,B4GAT1,"beta-1,4-glucuronyltransferase 1",11q13.2
899,Walker-Warburg syndrome,POMK,protein O-mannose kinase,8p11.21
505216,3-methylglutaconic aciduria type 9,TIMM50,translocase of inner mitochondrial membrane 50,19q13.2
272,"Congenital muscular dystrophy, Fukuyama type",FKTN,fukutin,9q31.2
505208,3-methylglutaconic aciduria type 8,HTRA2,HtrA serine peptidase 2,2p13.1
268,Dysferlin-related limb-girdle muscular dystrophy R2,DYSF,dysferlin,2p13.2
600,Vocal cord and pharyngeal distal myopathy,MATR3,matrin 3,5q31.2
505248,Mucopolysaccharidosis-like syndrome with congenital heart defects and hematopoietic disorders,VPS33A,VPS33A core subunit of CORVET and HOPS complexes,12q24.31
609,Tibial muscular dystrophy,TTN,titin,2q31.2
602,GNE myopathy,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,9p13.3
505242,Psychomotor regression-oculomotor apraxia-movement disorder-nephropathy syndrome,SLC30A9,solute carrier family 30 member 9,4p13
508093,MEPAN syndrome,MECR,mitochondrial trans-2-enoyl-CoA reductase,1p35.3
508533,Skeletal dysplasia-T-cell immunodeficiency-developmental delay syndrome,EXTL3,exostosin like glycosyltransferase 3,8p21.1
508542,Congenital progressive bone marrow failure-B-cell immunodeficiency-skeletal dysplasia syndrome,MYSM1,"Myb like, SWIRM and MPN domains 1",1p32.1
508512,Intrauterine growth restriction-congenital multiple café-au-lait macules-increased sister chromatid exchange syndrome,RMI2,RecQ mediated genome instability 2,16p13.13
508512,Intrauterine growth restriction-congenital multiple café-au-lait macules-increased sister chromatid exchange syndrome,TOP3A,DNA topoisomerase III alpha,17p11.2
508529,Intermediate epidermolysis bullosa simplex with cardiomyopathy,KLHL24,kelch like family member 24,3q27.1
508523,Hyperphenylalaninemia due to DNAJC12 deficiency,DNAJC12,DnaJ heat shock protein family (Hsp40) member C12,10q21.3
508488,8q24.3 microdeletion syndrome,PUF60,poly(U) binding splicing factor 60,8q24.3
508476,Cleft lip and palate-craniofacial dysmorphism-congenital heart defect-hearing loss syndrome,HYAL2,hyaluronidase 2,3p21.31
508501,Oral-facial-digital syndrome with short stature and brachymesophalangy,IFT57,intraflagellar transport 57,3q13.12-q13.13
508498,Intellectual disability-cardiac anomalies-short stature-joint laxity syndrome,PUF60,poly(U) binding splicing factor 60,8q24.3
505652,CDKL5-deficiency disorder,CDKL5,cyclin dependent kinase like 5,Xp22.13
506334,Familial steroid-resistant nephrotic syndrome with adrenal insufficiency,SGPL1,sphingosine-1-phosphate lyase 1,10q22.1
506307,Stromme syndrome,CENPF,centromere protein F,1q41
506358,Gabriele-de Vries syndrome,YY1,YY1 transcription factor,14q32.2
506353,Autosomal recessive complex spastic paraplegia due to Kennedy pathway dysfunction,SELENOI,selenoprotein I,2p23.3
495274,Charcot-Marie-Tooth disease type 2T,MME,membrane metalloendopeptidase,3q25.2
